"UNIT INFORMATION, 776 Super Units Found & 418 Extreme Units Found",,,,BASE STATS,,,,,,,55% NO DUPES STATS,,,,,,,100% RAINBOW STATS,,,,,
Character,Class,Type,,bHP,4.25,bATK,3.26,bDEF,4.43,,_55HP,4.12,_55ATK,3.15,_55DEF,4.20,,_100HP,3.90,_100ATK,2.99,_100DEF,3.74
The Golden Strongest Form Golden Cooler,Extreme,TEQ,,"9,102",-0.57,"9,388",-0.24,"4,749",-0.54,,"11,102",-0.48,"11,388",-0.14,"6,749",-0.38,,"13,702",-0.44,"14,788",0.07,"9,749",-0.13
Sacred Power of Time Supreme Kai of Time (Power of Time Unleashed),Super,TEQ,,"10,772",-0.05,"8,428",-0.62,"5,114",-0.32,,"12,772",0.02,"10,428",-0.51,"7,114",-0.18,,"15,372",0.02,"13,828",-0.25,"10,114",0.04
Furious Researcher Super Fu,Extreme,INT,,"9,415",-0.48,"9,806",-0.07,"4,070",-0.95,,"11,415",-0.39,"11,806",0.02,"6,070",-0.75,,"14,415",-0.25,"14,806",0.08,"9,070",-0.45
Limit-Breaking Super Power Super Saiyan 3 Goku (Xeno),Super,STR,,"9,833",-0.34,"9,305",-0.27,"4,488",-0.7,,"11,833",-0.26,"11,305",-0.17,"6,488",-0.52,,"14,833",-0.13,"14,705",0.04,"9,088",-0.44
Roused Prince Super Saiyan 3 Vegeta (Xeno),Super,PHY,,"8,789",-0.67,"9,597",-0.15,"4,644",-0.6,,"10,789",-0.58,"11,597",-0.06,"6,644",-0.44,,"14,189",-0.31,"14,597",0.01,"9,244",-0.37
Swelling Power of Evil Super Saiyan Cumber (Giant Ape Cumber),Extreme,PHY,,"7,356",-1.13,"9,973",0,"4,801",-0.51,,"9,536",-0.96,"11,973",0.08,"6,801",-0.35,,"12,936",-0.66,"14,973",0.13,"9,401",-0.29
Magnificent Swordsmanship Trunks (Teen),Super,PHY,,"8,859",-0.65,"9,084",-0.36,"4,988",-0.4,,"10,859",-0.56,"11,084",-0.26,"6,988",-0.25,,"14,259",-0.29,"14,084",-0.17,"9,588",-0.21
Victorious Smile Pan (GT),Super,AGL,,"11,213",0.09,"9,125",-0.34,"5,238",-0.25,,"13,213",0.16,"11,125",-0.24,"7,238",-0.11,,"15,813",0.14,"14,125",-0.15,"10,638",0.28
Fierce Focused Attack Hyper Meta_Rilldo,Extreme,AGL,,"9,975",-0.3,"9,800",-0.07,"5,013",-0.38,,"11,975",-0.22,"11,800",0.01,"7,013",-0.23,,"14,575",-0.2,"14,800",0.08,"10,413",0.17
All-Out Resistance Great Saiyaman (SS),Super,STR,,"7,936",-0.94,"9,166",-0.33,"5,347",-0.19,,"9,936",-0.83,"11,166",-0.23,"7,347",-0.05,,"12,936",-0.66,"14,566",0,"9,947",-0.04
Lord of the Demon Realm's Trial by Fire Dabura,Extreme,PHY,,"9,475",-0.46,"9,289",-0.28,"4,423",-0.74,,"11,475",-0.37,"11,289",-0.18,"6,423",-0.56,,"14,875",-0.12,"14,289",-0.1,"9,023",-0.47
Warrior Race's Resolve Super Saiyan Cabba,Super,STR,,"11,438",0.16,"8,855",-0.45,"5,463",-0.12,,"13,438",0.22,"10,855",-0.34,"7,463",0.01,,"16,438",0.32,"14,255",-0.11,"10,063",0.01
Evolution to Match Strength Hit,Extreme,STR,,"10,538",-0.12,"8,990",-0.4,"5,744",0.05,,"12,538",-0.05,"10,990",-0.29,"7,744",0.17,,"15,538",0.07,"14,390",-0.06,"10,344",0.14
Human Pride Super Saiyan Trunks (Future) & Mai (Future),Super,AGL,,"7,730",-1.01,"9,002",-0.39,"5,655",0,,"9,730",-0.9,"11,002",-0.29,"7,655",0.12,,"12,330",-0.83,"14,002",-0.19,"11,055",0.47
Parents' Guidance Bardock & Gine,Super,STR,,"8,141",-0.88,"9,331",-0.26,"5,039",-0.37,,"10,141",-0.77,"11,331",-0.16,"7,039",-0.22,,"13,141",-0.6,"14,731",0.05,"9,639",-0.18
Best Measure Whis,Super,STR,,"9,373",-0.49,"8,879",-0.44,"4,988",-0.4,,"11,373",-0.4,"10,879",-0.34,"6,988",-0.25,,"14,373",-0.26,"14,279",-0.1,"9,588",-0.21
All-Out Focus Tien,Super,TEQ,,"10,988",0.02,"9,260",-0.29,"5,181",-0.28,,"12,988",0.09,"11,260",-0.19,"7,181",-0.14,,"15,588",0.08,"14,660",0.03,"10,181",0.07
Pursuing Perfection Cell (2nd Form),Extreme,TEQ,,"11,325",0.13,"9,035",-0.38,"5,294",-0.22,,"13,325",0.19,"11,035",-0.28,"7,294",-0.08,,"15,925",0.17,"14,435",-0.05,"10,294",0.12
Cold-Hearted Warrior Raditz,Extreme,TEQ,,"8,654",-0.72,"9,043",-0.38,"5,142",-0.31,,"10,654",-0.62,"11,043",-0.27,"7,142",-0.16,,"13,254",-0.57,"14,443",-0.04,"10,142",0.05
Definitive Strength Super Saiyan God SS Vegeta,Super,TEQ,,"10,159",-0.24,"8,298",-0.68,"5,433",-0.13,,"12,159",-0.16,"10,298",-0.56,"7,433",0,,"14,759",-0.15,"13,698",-0.29,"10,433",0.18
Decisive Kamehameha Super Saiyan God SS Goku,Super,PHY,,"10,366",-0.17,"8,877",-0.44,"4,606",-0.63,,"12,366",-0.1,"10,877",-0.34,"6,606",-0.46,,"15,766",0.13,"13,877",-0.23,"9,206",-0.39
Cunning Counterattack Bergamo (Giant Form),Extreme,PHY,,"8,321",-0.82,"8,631",-0.54,"6,198",0.32,,"10,321",-0.72,"10,631",-0.43,"8,198",0.42,,"13,721",-0.44,"13,631",-0.32,"10,798",0.35
Thrilling Battle Majin Buu (Shape-Up),Super,AGL,,"9,167",-0.55,"8,222",-0.71,"5,911",0.15,,"11,167",-0.46,"10,222",-0.58,"7,911",0.26,,"13,767",-0.43,"13,222",-0.45,"11,311",0.59
Mustered Power Super Saiyan Trunks (Kid),Super,TEQ,,"8,962",-0.62,"8,920",-0.43,"5,142",-0.31,,"10,962",-0.52,"10,920",-0.32,"7,142",-0.16,,"13,562",-0.48,"14,320",-0.09,"10,142",0.05
Power in Full Force Super Saiyan Goten (Kid),Super,INT,,"9,783",-0.36,"8,715",-0.51,"4,988",-0.4,,"11,783",-0.28,"10,715",-0.4,"6,988",-0.25,,"14,783",-0.14,"13,715",-0.29,"9,988",-0.02
Radiant Potential Caulifla,Super,TEQ,,"7,643",-1.04,"8,716",-0.51,"4,630",-0.61,,"9,643",-0.92,"10,716",-0.4,"6,630",-0.44,,"12,243",-0.85,"14,116",-0.15,"9,630",-0.19
Unprecedented Tension Vados,Super,INT,,"10,810",-0.03,"8,591",-0.56,"4,628",-0.61,,"12,810",0.03,"10,591",-0.44,"6,628",-0.45,,"15,810",0.14,"13,591",-0.33,"9,628",-0.19
Impressive Progress Kale,Super,STR,,"8,204",-0.86,"8,681",-0.52,"4,399",-0.75,,"10,204",-0.75,"10,681",-0.41,"6,399",-0.57,,"13,204",-0.58,"14,081",-0.17,"8,999",-0.48
Power of the Legendary Sword Gohan (Teen),Super,PHY,,"11,100",0.06,"9,170",-0.33,"5,238",-0.25,,"13,100",0.12,"11,170",-0.23,"7,238",-0.11,,"16,500",0.33,"14,170",-0.14,"9,838",-0.09
Dimension-Breaking Roar Buu (Super),Extreme,PHY,,"11,888",0.31,"8,765",-0.49,"5,350",-0.18,,"13,888",0.36,"10,765",-0.38,"7,350",-0.05,,"17,288",0.55,"13,765",-0.27,"9,950",-0.04
Trustworthy Skill and Experience Krillin,Super,AGL,,"7,791",-0.99,"8,577",-0.57,"4,655",-0.6,,"9,791",-0.88,"10,577",-0.45,"6,655",-0.43,,"12,391",-0.81,"13,577",-0.34,"10,055",0.01
Light to Protect Peace Toppo (Pride Troopers),Super,INT,,"9,065",-0.59,"8,181",-0.72,"6,014",0.21,,"11,065",-0.49,"10,181",-0.6,"8,014",0.31,,"14,065",-0.34,"13,181",-0.47,"11,014",0.45
Duty to Maintain Peace West Supreme Kai,Super,AGL,,"7,829",-0.98,"8,493",-0.6,"4,817",-0.5,,"9,829",-0.87,"10,493",-0.48,"6,817",-0.34,,"12,429",-0.8,"13,493",-0.36,"10,217",0.08
Noble Creed Supreme Kai & Kibito,Super,INT,,"8,346",-0.81,"9,331",-0.26,"4,936",-0.43,,"10,346",-0.71,"11,331",-0.16,"6,936",-0.28,,"13,346",-0.54,"14,331",-0.08,"9,936",-0.05
Princess Oto's Scorn Oceanus Shenron (Princess Oto),Extreme,INT,,"6,808",-1.3,"8,533",-0.58,"5,285",-0.22,,"8,808",-1.18,"10,533",-0.47,"7,285",-0.09,,"11,808",-0.97,"13,533",-0.35,"10,285",0.12
Secret Behind the Sneezes Launch,Super,PHY,,"7,364",-1.12,"8,828",-0.46,"4,630",-0.61,,"9,364",-1.01,"10,828",-0.35,"6,630",-0.44,,"12,764",-0.71,"13,828",-0.25,"9,230",-0.37
Power Taken From Others Majin Buu (Piccolo),Extreme,AGL,,"10,810",-0.03,"8,468",-0.61,"4,628",-0.61,,"12,810",0.03,"10,468",-0.49,"6,628",-0.45,,"15,410",0.03,"13,468",-0.37,"10,028",0
Risky Covering Fire Tien,Super,PHY,,"10,091",-0.26,"8,756",-0.49,"4,782",-0.52,,"12,091",-0.18,"10,756",-0.38,"6,782",-0.36,,"15,491",0.05,"13,756",-0.28,"9,382",-0.3
Oppressive Combat Perfect Cell (Angel),Extreme,AGL,,"9,475",-0.46,"8,797",-0.48,"5,039",-0.37,,"11,475",-0.37,"10,797",-0.37,"7,039",-0.22,,"14,075",-0.34,"13,797",-0.26,"10,439",0.19
Long-Standing Grudge Freeza (Final Form) (Angel),Extreme,TEQ,,"9,584",-0.42,"9,129",-0.34,"4,580",-0.64,,"11,584",-0.34,"11,129",-0.24,"6,580",-0.47,,"14,184",-0.31,"14,529",-0.02,"9,580",-0.21
Flaming Avenger Nuova Shenron,Super,PHY,,"8,962",-0.62,"8,797",-0.48,"5,296",-0.22,,"10,962",-0.52,"10,797",-0.37,"7,296",-0.08,,"14,362",-0.26,"13,797",-0.26,"9,896",-0.07
Malicious Historical Manipulation Towa,Extreme,TEQ,,"11,536",0.2,"8,061",-0.77,"4,939",-0.43,,"13,536",0.25,"10,061",-0.65,"6,939",-0.27,,"16,136",0.23,"13,461",-0.37,"9,939",-0.05
Power to Distort History Demigra,Extreme,INT,,"10,920",0,"8,390",-0.64,"4,837",-0.49,,"12,920",0.07,"10,390",-0.52,"6,837",-0.33,,"15,920",0.17,"13,390",-0.4,"9,837",-0.09
Magic-Clad Fighting Spirit Mira,Extreme,PHY,,"9,995",-0.29,"8,513",-0.59,"5,145",-0.31,,"11,995",-0.21,"10,513",-0.47,"7,145",-0.16,,"15,395",0.03,"13,513",-0.36,"9,745",-0.14
Returning Demon Lord Demon God Dabura (Xeno),Extreme,AGL,,"10,981",0.02,"8,971",-0.41,"4,331",-0.79,,"12,981",0.09,"10,971",-0.3,"6,331",-0.61,,"15,581",0.08,"13,971",-0.2,"9,731",-0.14
Power-Up Through the Mask Black Masked Saiyan,Extreme,AGL,,"8,352",-0.81,"9,417",-0.23,"4,837",-0.49,,"10,352",-0.71,"11,417",-0.13,"6,837",-0.33,,"12,952",-0.65,"14,417",-0.05,"10,237",0.09
Brutal Berserker Super Saiyan 4 Broly,Extreme,TEQ,,"13,945",0.96,"11,446",0.59,"5,845",0.11,,"15,945",0.98,"13,446",0.64,"7,845",0.22,,"18,545",0.9,"16,846",0.76,"10,845",0.37
Ingenious Scientist's Sorcery Demon Goddess Towa,Extreme,INT,,"11,712",0.25,"8,135",-0.74,"5,010",-0.39,,"13,712",0.31,"10,135",-0.62,"7,010",-0.24,,"16,712",0.39,"13,135",-0.48,"10,010",-0.01
Warrior Shrouded in Darkness Dark Masked King,Extreme,INT,,"9,995",-0.29,"9,047",-0.38,"4,477",-0.7,,"11,995",-0.21,"11,047",-0.27,"6,477",-0.53,,"14,995",-0.09,"14,047",-0.18,"9,477",-0.26
Mastery of Dark Power Super Mira,Extreme,STR,,"7,941",-0.94,"9,746",-0.09,"4,631",-0.61,,"9,941",-0.83,"11,746",-0.01,"6,631",-0.44,,"12,941",-0.66,"15,146",0.19,"9,231",-0.37
True Power of a Demon God Demigra (Makyouka Form),Extreme,PHY,,"9,071",-0.58,"9,253",-0.29,"4,683",-0.58,,"11,071",-0.49,"11,253",-0.19,"6,683",-0.42,,"14,471",-0.23,"14,253",-0.11,"9,283",-0.35
All-Piercing Fusion Power Super Saiyan 4 Vegetto (Xeno),Super,PHY,,"13,800",0.91,"12,316",0.94,"4,830",-0.49,,"15,800",0.94,"14,316",0.97,"6,830",-0.33,,"19,200",1.08,"17,316",0.92,"9,430",-0.28
Evil Paralysis Zangya,Extreme,TEQ,,"10,707",-0.07,"7,770",-0.89,"5,706",0.03,,"12,707",0,"9,770",-0.76,"7,706",0.15,,"15,307",0,"13,170",-0.47,"10,706",0.31
Bond Forged by Master and Disciple Ultimate Gohan & Piccolo,Super,TEQ,,"10,194",-0.23,"8,591",-0.56,"4,936",-0.43,,"12,194",-0.15,"10,591",-0.44,"6,936",-0.28,,"14,794",-0.14,"13,991",-0.2,"9,936",-0.05
Joint Struggle for Survival Golden Frieza (Angel) & Ultimate Gohan,Extreme,STR,,"8,859",-0.65,"8,797",-0.48,"5,347",-0.19,,"10,859",-0.56,"10,797",-0.37,"7,347",-0.05,,"13,859",-0.4,"14,197",-0.13,"9,947",-0.04
Frontline Courage Krillin,Super,TEQ,,"8,658",-0.72,"9,374",-0.24,"4,733",-0.55,,"10,658",-0.62,"11,374",-0.15,"6,733",-0.39,,"13,258",-0.57,"14,774",0.07,"9,733",-0.14
Counterattack of Light Super Saiyan Trunks (Teen),Super,STR,,"9,042",-0.59,"8,890",-0.44,"5,289",-0.22,,"11,042",-0.5,"10,890",-0.33,"7,289",-0.08,,"14,042",-0.35,"14,290",-0.1,"9,889",-0.07
Vigorous Strength Super Saiyan Goten (Kid),Super,TEQ,,"9,989",-0.29,"8,715",-0.51,"4,885",-0.46,,"11,989",-0.21,"10,715",-0.4,"6,885",-0.3,,"14,589",-0.2,"14,115",-0.15,"9,885",-0.07
Sworn Friends Trunks (GT) & Goten (GT),Super,AGL,,"9,989",-0.29,"7,688",-0.92,"6,168",0.3,,"11,989",-0.21,"9,688",-0.79,"8,168",0.4,,"14,589",-0.2,"12,688",-0.63,"11,568",0.71
Earth-Protecting Fraternal Power Gohan (GT) & Goten (GT),Super,TEQ,,"12,042",0.36,"7,770",-0.89,"5,039",-0.37,,"14,042",0.41,"9,770",-0.76,"7,039",-0.22,,"16,642",0.37,"13,170",-0.47,"10,039",0
Metal-Clad Foe Meta-Rilldo,Extreme,STR,,"10,917",0,"7,937",-0.82,"5,401",-0.15,,"12,917",0.07,"9,937",-0.69,"7,401",-0.02,,"15,917",0.17,"13,337",-0.42,"10,001",-0.02
Demon of Destruction and Vengeance Super Garlic Jr.,Extreme,INT,,"9,475",-0.46,"7,811",-0.87,"6,271",0.36,,"11,475",-0.37,"9,811",-0.74,"8,271",0.46,,"14,475",-0.23,"12,811",-0.59,"11,271",0.57
Furious Finish Super Saiyan Gotenks,Super,AGL,,"8,966",-0.62,"9,087",-0.36,"4,938",-0.43,,"10,966",-0.52,"11,087",-0.26,"6,938",-0.28,,"13,566",-0.48,"14,087",-0.16,"10,338",0.14
Wicked Life Form's Superiority Complex Cell (2nd Form),Extreme,STR,,"9,788",-0.36,"9,128",-0.34,"4,476",-0.7,,"11,788",-0.28,"11,128",-0.24,"6,476",-0.53,,"14,788",-0.14,"14,528",-0.02,"9,076",-0.45
Universe of Justice's Instructor Marcarita,Super,AGL,,"7,740",-1.01,"8,645",-0.54,"4,679",-0.58,,"9,740",-0.89,"10,645",-0.42,"6,679",-0.42,,"12,340",-0.82,"13,645",-0.31,"10,079",0.02
Temptress' Surprise Attack Kyawei,Super,TEQ,,"7,460",-1.09,"8,346",-0.66,"5,192",-0.28,,"9,460",-0.98,"10,346",-0.54,"7,192",-0.14,,"12,060",-0.9,"13,746",-0.28,"10,192",0.07
Exceptional Wisdom Piccolo,Super,TEQ,,"9,991",-0.29,"8,962",-0.41,"4,578",-0.64,,"11,991",-0.21,"10,962",-0.3,"6,578",-0.47,,"14,591",-0.2,"14,362",-0.07,"9,578",-0.21
Eerie Sense of Despair Freeza (3rd Form),Extreme,INT,,"8,553",-0.75,"9,414",-0.23,"4,732",-0.55,,"10,553",-0.65,"11,414",-0.13,"6,732",-0.39,,"13,553",-0.49,"14,414",-0.05,"9,735",-0.14
Eruption of Golden Ki Super Saiyan Goku,Super,STR,,"10,912",0,"8,427",-0.63,"4,782",-0.52,,"12,912",0.06,"10,427",-0.51,"6,782",-0.36,,"15,912",0.17,"13,827",-0.25,"9,382",-0.3
A Promise to Master Super Saiyan Cabba,Super,INT,,"10,507",-0.13,"8,389",-0.64,"5,041",-0.37,,"12,507",-0.06,"10,389",-0.52,"7,041",-0.22,,"15,507",0.06,"13,389",-0.4,"10,041",0
Caught Between Illness and Adversary Super Saiyan Goku,Super,PHY,,"9,377",-0.49,"9,498",-0.19,"4,220",-0.86,,"11,377",-0.4,"11,498",-0.1,"6,220",-0.67,,"14,777",-0.15,"14,498",-0.03,"8,820",-0.56
Infinite Power of Darkness Dark King Mechikabura (Power of Time Unleashed),Extreme,AGL,,"10,194",-0.23,"9,495",-0.2,"3,807",-1.1,,"12,194",-0.15,"11,495",-0.1,"5,807",-0.9,,"14,794",-0.14,"14,495",-0.03,"9,207",-0.38
Power to Overcome Crisis Super Saiyan 3 Gotenks (Xeno),Super,AGL,,"8,267",-0.84,"9,263",-0.29,"5,323",-0.2,,"10,267",-0.73,"11,263",-0.19,"7,323",-0.06,,"12,867",-0.68,"14,263",-0.11,"10,723",0.32
Divine Warrior Who Protects Space and Time Super Saiyan God Trunks (Xeno),Super,TEQ,,"9,373",-0.49,"9,864",-0.05,"3,756",-1.13,,"11,373",-0.4,"11,864",0.04,"5,756",-0.92,,"13,973",-0.37,"15,264",0.23,"8,756",-0.59
Enraged in a Fierce Fight Super Saiyan 3 Vegeta (GT),Super,TEQ,,"8,865",-0.65,"8,431",-0.62,"5,813",0.09,,"10,865",-0.55,"10,431",-0.51,"7,813",0.2,,"13,465",-0.51,"13,831",-0.25,"10,813",0.36
Adventure in Another World Pan (Xeno),Super,INT,,"7,833",-0.98,"9,618",-0.15,"4,834",-0.49,,"9,833",-0.87,"11,618",-0.06,"6,834",-0.33,,"12,833",-0.69,"14,618",0.01,"9,834",-0.09
Wishing for a Peaceful History Super Saiyan 3 Gohanks (Xeno),Super,INT,,"7,851",-0.97,"9,390",-0.24,"5,376",-0.17,,"9,851",-0.86,"11,390",-0.14,"7,376",-0.04,,"12,851",-0.68,"14,390",-0.06,"10,376",0.16
Confrontation with Unknown Enemies Super Saiyan Vegeta (Xeno),Super,INT,,"9,480",-0.45,"8,840",-0.46,"4,990",-0.4,,"11,480",-0.37,"10,840",-0.35,"6,990",-0.25,,"14,480",-0.23,"13,840",-0.25,"9,990",-0.02
Morale-Lifting Father-Son Fusion Super Saiyan Vegeks (Xeno),Super,STR,,"7,954",-0.94,"9,555",-0.17,"5,114",-0.32,,"9,954",-0.83,"11,555",-0.08,"7,114",-0.18,,"12,954",-0.65,"14,955",0.13,"9,714",-0.15
Bright Hope Super Saiyan 2 Trunks (Teen),Super,STR,,"10,301",-0.2,"8,347",-0.66,"5,195",-0.28,,"12,301",-0.12,"10,347",-0.54,"7,195",-0.13,,"15,301",0,"13,747",-0.28,"9,795",-0.11
Fierce Battle for Space and Time Super Saiyan Goku (Xeno),Super,PHY,,"9,069",-0.59,"9,169",-0.33,"4,784",-0.52,,"11,069",-0.49,"11,169",-0.23,"6,784",-0.36,,"14,469",-0.23,"14,169",-0.14,"9,384",-0.3
Massive Ki Released Super Saiyan 3 Vegeta,Super,PHY,,"9,482",-0.45,"9,006",-0.39,"4,785",-0.52,,"11,482",-0.37,"11,006",-0.29,"6,785",-0.36,,"14,882",-0.12,"14,006",-0.19,"9,385",-0.3
Accumulated Bloodlust Dr. Gero & Android #19,Extreme,INT,,"6,809",-1.3,"9,251",-0.29,"5,811",0.09,,"8,809",-1.18,"11,251",-0.19,"7,811",0.2,,"11,809",-0.97,"14,251",-0.11,"10,811",0.36
Rising Wickedness Janembu,Extreme,TEQ,,"10,815",-0.03,"8,430",-0.62,"4,836",-0.49,,"12,815",0.04,"10,430",-0.51,"6,836",-0.33,,"15,415",0.03,"13,830",-0.25,"9,836",-0.09
Oozing Terror Cellza,Extreme,INT,,"9,582",-0.42,"9,867",-0.05,"3,655",-1.19,,"11,582",-0.34,"11,867",0.04,"5,655",-0.98,,"14,582",-0.2,"14,867",0.1,"8,655",-0.64
Ruthless Evil Fusion Coolieza,Extreme,STR,,"9,890",-0.33,"8,512",-0.59,"5,195",-0.28,,"11,890",-0.24,"10,512",-0.47,"7,195",-0.13,,"14,890",-0.11,"13,912",-0.22,"9,795",-0.11
Boundless Divine Power Whirus,Super,PHY,,"9,377",-0.49,"8,964",-0.41,"4,887",-0.46,,"11,377",-0.4,"10,964",-0.3,"6,887",-0.3,,"14,777",-0.15,"13,964",-0.21,"9,487",-0.25
Integration of Skills Chiaoman,Super,PHY,,"10,507",-0.13,"7,978",-0.81,"5,555",-0.06,,"12,507",-0.06,"9,978",-0.68,"7,555",0.06,,"15,907",0.17,"12,978",-0.54,"10,155",0.05
Merciless Punishment Syn Shenron,Extreme,TEQ,,"9,890",-0.33,"9,087",-0.36,"4,476",-0.7,,"11,890",-0.24,"11,087",-0.26,"6,476",-0.53,,"14,490",-0.23,"14,487",-0.03,"9,476",-0.26
Power Developed for Survival Broly,Extreme,STR,,"9,685",-0.39,"9,580",-0.16,"3,963",-1.01,,"11,685",-0.31,"11,580",-0.07,"5,963",-0.81,,"14,685",-0.17,"14,980",0.14,"8,563",-0.68
Red and Blue Light Orbs Jeice & Burter,Extreme,INT,,"13,074",0.68,"7,403",-1.04,"4,990",-0.4,,"15,074",0.72,"9,403",-0.89,"6,990",-0.25,,"18,074",0.77,"12,403",-0.73,"9,990",-0.02
Brutal Power and Psychokinesis Recoome & Guldo,Extreme,STR,,"8,966",-0.62,"7,197",-1.12,"7,301",0.98,,"10,966",-0.52,"9,197",-0.97,"9,301",1.02,,"13,966",-0.37,"12,597",-0.66,"11,901",0.86
Friends Joining a Serious Fight Super Saiyan Trunks (Kid) & Super Saiyan Goten (Kid),Super,STR,,"9,685",-0.39,"8,594",-0.56,"5,195",-0.28,,"11,685",-0.31,"10,594",-0.44,"7,195",-0.13,,"14,685",-0.17,"13,994",-0.2,"9,795",-0.11
Cruel Pursuit Nappa,Extreme,STR,,"7,426",-1.11,"9,251",-0.29,"5,503",-0.09,,"9,426",-0.99,"11,251",-0.19,"7,503",0.03,,"12,426",-0.8,"14,651",0.03,"10,103",0.03
Single-Minded Offense Super Saiyan Vegeta,Super,AGL,,"9,582",-0.42,"9,046",-0.38,"4,682",-0.58,,"11,582",-0.34,"11,046",-0.27,"6,682",-0.42,,"14,182",-0.31,"14,046",-0.18,"10,082",0.02
Life-and-Death Battle Androids #16 & #18,Extreme,PHY,,"9,993",-0.29,"8,964",-0.41,"4,579",-0.64,,"11,993",-0.21,"10,964",-0.3,"6,579",-0.47,,"15,393",0.02,"13,964",-0.21,"9,179",-0.4
Self-Proclaimed Super Elite Jaco,Super,AGL,,"9,993",-0.29,"7,813",-0.87,"6,017",0.21,,"11,993",-0.21,"9,813",-0.74,"8,017",0.32,,"14,593",-0.2,"12,813",-0.59,"11,417",0.64
Deeply Engraved Strength Goku Black,Extreme,AGL,,"9,171",-0.55,"9,005",-0.39,"4,938",-0.43,,"11,171",-0.46,"11,005",-0.29,"6,938",-0.28,,"13,771",-0.43,"14,005",-0.19,"10,338",0.14
Reliable Knowledge Trunks (GT) & Giru,Super,INT,,"11,534",0.2,"6,869",-1.25,"6,428",0.46,,"13,534",0.25,"8,869",-1.1,"8,428",0.54,,"16,534",0.34,"11,869",-0.91,"11,428",0.65
Cheerful Scouting Cheelai,Extreme,INT,,"8,672",-0.71,"7,601",-0.96,"5,518",-0.08,,"10,672",-0.61,"9,601",-0.82,"7,518",0.04,,"13,672",-0.45,"12,601",-0.66,"10,518",0.22
Planetary Invasion Scene Fasha,Super,PHY,,"8,206",-0.86,"8,123",-0.75,"5,099",-0.33,,"10,206",-0.75,"10,123",-0.62,"7,099",-0.19,,"13,606",-0.47,"13,123",-0.49,"9,699",-0.16
Valiant Confrontation Piccolo,Super,STR,,"8,654",-0.72,"9,495",-0.2,"4,577",-0.64,,"10,654",-0.62,"11,495",-0.1,"6,577",-0.47,,"13,654",-0.46,"14,895",0.11,"9,177",-0.4
Strength Concentrated on the Fists Krillin & Gohan (Youth),Super,TEQ,,"8,761",-0.68,"9,128",-0.34,"4,990",-0.4,,"10,761",-0.59,"11,128",-0.24,"6,990",-0.25,,"13,361",-0.54,"14,528",-0.02,"9,990",-0.02
All-Out Power of Friendship Hacchan,Super,AGL,,"10,815",-0.03,"7,156",-1.14,"6,428",0.46,,"12,815",0.04,"9,156",-0.99,"8,428",0.54,,"15,415",0.03,"12,156",-0.81,"11,828",0.83
Saiyan Alliance Tora,Super,INT,,"10,301",-0.2,"8,101",-0.76,"5,503",-0.09,,"12,301",-0.12,"10,101",-0.63,"7,503",0.03,,"15,301",0,"13,101",-0.5,"10,503",0.22
Breaking Limits for Victory Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),Super,INT,,"9,578",-0.42,"8,756",-0.49,"5,039",-0.37,,"11,578",-0.34,"10,756",-0.38,"7,039",-0.22,,"14,578",-0.2,"13,756",-0.28,"10,039",0
Breaking Limits for Triumph Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),Super,PHY,,"10,810",-0.03,"8,509",-0.59,"4,731",-0.55,,"12,810",0.03,"10,509",-0.48,"6,731",-0.39,,"16,210",0.25,"13,509",-0.36,"9,331",-0.33
Power to Protect the Cherished Super Saiyan 4 Gohan,Super,INT,,"10,755",-0.05,"11,388",0.57,"7,513",1.1,,"12,755",0.02,"13,388",0.62,"9,513",1.14,,"15,755",0.13,"16,388",0.61,"12,513",1.15
Battle Instinct to Resist Fate Super Saiyan 4 Bardock,Super,STR,,"12,640",0.55,"11,794",0.73,"6,063",0.24,,"14,640",0.59,"13,794",0.77,"8,063",0.34,,"17,640",0.65,"17,194",0.88,"10,663",0.29
Ultimate Godslayer Super Hearts,Extreme,STR,,"11,015",0.03,"8,017",-0.79,"5,244",-0.25,,"13,015",0.1,"10,017",-0.66,"7,244",-0.11,,"16,015",0.2,"13,418",-0.39,"9,844",-0.09
Heart Taken Over by Darkness Supreme Kai of Time (Brainwashed),Extreme,STR,,"8,371",-0.81,"9,513",-0.19,"4,958",-0.42,,"10,371",-0.7,"11,513",-0.1,"6,958",-0.26,,"13,371",-0.54,"14,913",0.11,"9,558",-0.22
Secretary Active in the Dark Robelu,Extreme,PHY,,"9,102",-0.57,"9,221",-0.31,"4,958",-0.42,,"11,102",-0.48,"11,221",-0.21,"6,958",-0.26,,"14,502",-0.22,"14,221",-0.12,"9,558",-0.22
Wimpy Savior Yajirobe,Super,TEQ,,"15,737",1.53,"6,662",-1.34,"4,577",-0.64,,"17,737",1.52,"8,662",-1.18,"6,577",-0.47,,"20,337",1.4,"12,062",-0.84,"9,577",-0.21
Promising New Blood Pan (Kid),Super,INT,,"7,730",-1.01,"9,331",-0.26,"5,244",-0.25,,"9,730",-0.9,"11,331",-0.16,"7,244",-0.11,,"12,730",-0.71,"14,331",-0.08,"10,244",0.1
